it;publisher unico;id_ubicacion
12757;Anchor Distributors;335
12758;Northwest Parent Pub;253
12759;Schiffer Craft;135
12760;Midnight Marquee PressInc;325
12761;Storey Kids;308
12762;Rising Tide Press (AZ);157
12763;Chris Santilli;133
12764;Random House Publishing Group;26
12765;Whalen Book Works;81
12766;秀和システム;13
12767;Gerald Duckworth;350
12768;Amana Corporation;294
12769;Answers in Genesis;70
12770;Council on Foreign Relations;386
12771;Chipmunkapublishing ltd;203
12772;Empire Strikes Press;371
12773;Diet Solutions Llp;74
12774;Knox Robinson Pub;369
12775;Montage Pub;127
12776;Chris Robertson;197
12777;Meyer Press;233
12778;New York : Harper & brothers, [18--?];314
12779;Lunchbox PressInc;312
12780;Philadelphia : G.W. Jacobs & Company;212
12781;London : John Calder;234
12782;Merky Books;73
12783;Twenty-First Century Publishing (FL);21
12784;Good & Brown;132
12785;Bombay : Lalvani Publishing House;388
12786;Tim Myers;360
12787;Univ of Hertfordshire Press;208
12788;Humanity Works;257
12789;Chuck and Anna Maher Ministries;7
12790;Palisades Publishing;218
12791;Pool of London Press;290
12792;Terra Museum of Amer Art;59
12793;New York : T. Gaus' Sons;324
12794;Garden City, N. Y. : Doubleday;198
12795;Zenith Imprint;82
12796;Westview Publishing Co., Inc.;388
12797;Dolman Scott Publishing;353
12798;Fire Science Pub;180
12799;Paul Keesier Books;131
12800;Marcel Dekker Incorporated;13
12801;Dr. Dave Billiards Resources;98
12802;Menura Press;97
12803;Lanier Publishing International;27
12804;Abi Press;268
12805;Star Wars (Random House Paperb;6
12806;Library Services Branch, Province of British Columbia;242
12807;Health Press;194
12808;Thomson Brooks/Cole;43
12809;Spirit of Life Ministries;357
12810;Christendom Press;302
12811;Potomac Books;375
12812;Aurora Productions Ag;27
12813;Katie Rose Publications;384
12814;White Star Publishers;128
12815;Pepin Press Editions;85
12816;Light Hearts Pub;266
12817;Oakville, ON : LTDBooks;43
12818;Ilr Press;220
12819;Shamrock Pub Incorporated;284
12820;First Biltmore Corporation;364
12821;Likeminds Press;335
12822;Letters;130
12823;Raven Press;356
12824;Histria Books;24
12825;Raven's Eye Press;164
12826;Appaloosa Press;138
12827;Carpenter's Press;134
12828;Second Chronicles: Thomas Cove;93
12829;New York : Harcourt : Brace;277
12830;Lightside Productions, Incorporated;228
12831;Shoal Bay;123
12832;B & H Academic;323
12833;Orthopedic Physical Therapy;314
12834;Balzotti Publications Incorporated;44
12835;International Design Library;152
12836;Markham, Ont. : Scholastic Canada;187
12837;Commoners' Publishing Society;47
12838;Foundation for the Advancement of;178
12839;Loose Id Llc;183
12840;Parley Street Pub;203
12841;American Radio Relay League (ARRL);297
12842;Howard Fertig Pub;48
12843;Harvard Law School, Human Rights Program;112
12844;EverAfter Romance;23
12845;muse eek publishing;210
12846;SAS Publishing;240
12847;GreenWilBk;144
12848;Chicago : Rand McNally;295
12849;W. Clement Stone;138
12850;Sterling/Sew Information Resources;391
12851;Al-Burāq;395
12852;Key Publication;147
12853;Important Books;156
12854;Diane Dobson Barton;294
12855;Pei International;278
12856;Ralph Woodrow;82
12857;Comics One;384
12858;Christian Publishing Services;141
12859;Paternoster Publishing;185
12860;Argentum Press;299
12861;Methuen;267
12862;Artech House Technology Manage;265
12863;Books 2 Help You Llc;91
12864;Payne & Taylor;150
12865;World Book Incorporated;156
12866;Wpr Publishing;106
12867;Pleasant Mount Press, Inc.;332
12868;New Century Promotions;272
12869;Pandoras Treasures;354
12870;Clinamen Studies;18
12871;"London ; New York : Quartet Books";230
12872;Penguin Young Readers;287
12873;East Lawrencetown, N.S. : Pottersfield Press;233
12874;Pmph Bc Decker;290
12875;Electrolux Home Products North amer;159
12876;EDAF;86
12877;Summit Press;383
12878;Expert Management Systems;281
12879;Mandala Publishing Group;93
12880;Times Mirror Magazines;176
12881;Southwest Indians Bk. 1;118
12882;Canada Cuba Distribution;358
12883;Esoteric Pub;242
12884;Inst of Engineering & Technology;14
12885;WHO Classification of Tumours;304
12886;C. Press/F. Watts Trade;93
12887;Sculpture Books Pub;210
12888;Alexander Books;253
12889;GEMS;328
12890;TOPDRAWINGS;270
12891;Zeitgeist Wellness;309
12892;Roam Publishing;241
12893;Quality Chess Uk Llp;286
12894;Fodor's Travel;212
12895;Berkshire Publishing Group;114
12896;Universe;226
12897;Far Corner Books;192
12898;Sudamericana;143
12899;Red Dwarf;152
12900;Trillium Press;393
12901;Certification Insider Press;145
12902;Rosenfeld Media;154
12903;Vital Health Pub;186
12904;St. Joseph, Mich. : Cosmic Concepts;178
12905;Pmph USA Limited;106
12906;B Jain Pub Pvt Limited;325
12907;Time Broker;55
12908;Publishing Joy;99
12909;Enuresis Assoc Llc;26
12910;Hill & Garnett Pub;258
12911;"Tokyo ; New York : Kodansha International : Distributed in the United States by Kodansha America";90
12912;Alpha Computer;80
12913;LRIS Publications;154
12914;Hillside Education;13
12915;Russell Enterprises;2
12916;Riverbank Books;101
12917;Amer Geological Inst;59
12918;Harvey Miller Pub;299
12919;Spanish Books USA;62
12920;John Schwaner;130
12921;ATBOSH Media Ltd.;149
12922;Focus Management Pubs.;128
12923;Michelle Miles;9
12924;Congruent Press;148
12925;Morris and Helen Belkin Art gallery;4
12926;Casemate / Vaktel Forlag;208
12927;Voyager Books/Libros Viajeros;148
12928;Stenhouse Pub;6
12929;Bloodlines of the Illuminati;206
12930;Lantana Publishing;68
12931;Son Rise Publications;77
12932;"Oxford [Oxfordshire] ; [Toronto] : Oxford University Press";136
12933;Waveside Pub;146
12934;CanWest Books;3
12935;Willys J Thomas;268
12936;Flying Chipmunk Publishing;10
12937;A Lark Ceramics Book;56
12938;Cosmic Concepts;344
12939;Anness Pub Limited;304
12940;Ghost House Pub;394
12941;Caitlin Press;72
12942;Pagemill Press;279
12943;Wildblue Press;259
12944;Inspirational Press;278
12945;Uppsala Appelbergs Boktryckeriaktiebolag 1934.;386
12946;Conciliar Press Ministries, Inc.;372
12947;Chenault & Gray Llc;101
12948;Herbelin Publishing/Riverbank Books;118
12949;Jerrys Tools Incorporated;322
12950;Lonely Planet Kids;166
12951;Blue Light Press;92
12952;R S Means Company;30
12953;Johanna Neuman;33
12954;Collins Publishers;101
12955;Georg Olms Verlag;49
12956;CrackBoom! Books;112
12957;Springer Vieweg;242
12958;Jossey-Bass Incorporated Pub;94
12959;Champaign, Ill. : Human Kinetics Books;243
12960;Small Horizons;315
12961;Pro Action Pub;147
12962;HarperVia;224
12963;Heinemann Octopus;385
12964;Ghost House Books;300
12965;Amer Canal & Trans Ctr;119
12966;Novato, Calif. : Presidio Press;113
12967;Vgm Career Horizons;397
12968;Equinox Publishing;172
12969;Center for Amer Places Incorporated;99
12970;American Girl;256
12971;Phoenix International Publications Incorporated;352
12972;Fournier Press;65
12973;Canterbury PressNorwich;106
12974;A S C Holding Corporation;216
12975;Blue Table Books;245
12976;Waldman House Press;303
12977;Collins Educational;185
12978;Castle Point Books;327
12979;Phoenix Press (CA);83
12980;Cruising Guide Publications;59
12981;Boston : G.H. Dean;181
12982;Joe Books Limited;198
12983;Educational Video Group;292
12984;Gould Publications;350
12985;Vydavatelství Filozofické fakulty Univerzity Palackého v Olomouci;393
12986;Black-Smith Enterprises;66
12987;New York : Harcourt, Brace;120
12988;Richard C Owen Pub;182
12989;Luath Press Ltd;341
12990;"London, Macmillan; New York : St. Martin's Press";396
12991;Gem Online;322
12992;A Shannon Ravenel Book;189
12993;Healthy Living Publications;59
12994;"Chichester, England ; New York : Wiley";54
12995;New Hope Pub;123
12996;Lawson Vampire;357
12997;"Baltimore ; Toronto : P.H. Brookes Publishing Company";359
12998;Microsoft Professional;210
12999;Hom of Plenty Press;351
13000;Scott Foresman;170
13001;University of Michigan Library;94
13002;San Francisco : North Point Press;154
13003;New York : American Heritage Press;399
13004;Namac Pub;106
13005;Pax;175
13006;Harlequin Books, 1974 (1982 printing);120
13007;Harlequin Presents;213
13008;Inheritance Publications;27
13009;Head-Hunter Books;302
13010;Avery Press;329
13011;Amer Welcome Services Press;74
13012;Night Sky Books;338
13013;Chihuly Workshop;119
13014;New York : Viking Press 1949.;118
13015;Bay Books (CA);226
13016;Squire Boone Village;293
13017;Haunted Computer Books;342
13018;London : Hogarth Press and the Institute of Psycho-Analysis;340
13019;New York : Dover Pub.;373
13020;Algonquin Young Readers;122
13021;Helen Marx;379
13022;Finance Guide Pub;12
13023;McGraw-Hill Book Company Limited;123
13024;Pleasantville, N.Y. : Reader's Digest Association;359
13025;Black Mask;109
13026;New York : W. Morrow, 1971 [c1970];157
13027;IRPP;387
13028;Quercus Books;109
13029;Aurora Pub;25
13030;Cynthia Snowden;38
13031;Insight Guide Silk Road;222
13032;Southfarm Press, Publisher;182
13033;Disney;377
13034;"New York : Pocket Books ; Markham, Ont., : Distributed in Canada by PaperJacks";165
13035;Kelpies;234
13036;Artists Press;126
13037;Amanda Wilson;129
13038;B&B Publishing;298
13039;Morningstar Publications;221
13040;The Lauer Group, Inc.;155
13041;Liguori;249
13042;Mauna Loa Pub;72
13043;Wildcat Publishing Company;128
13044;Wellfleet Press;130
13045;Gurze Designs & Books;87
13046;Pickering, Ont. : BayRidge Books;78
13047;Instant Series Publication;355
13048;American Traveler Press;283
13049;Fondo de Cultura Economica USA;25
13050;Neue Galerie New York;184
13051;High Impact Pub;380
13052;Omega Publications (OR);51
13053;AAA Transport;119
13054;Ithaca;255
13055;English Association Monographs;298
13056;Windward Publishing;234
13057;Jesse Stuart Foundation;267
13058;Riverdale Avenue Books LLC;381
13059;Verkhoshansky.com;237
13060;Beautiful British Columbia magazine;171
13061;Real Estate Exam Professionals, Ltd.;288
13062;Franz Steiner Verlag;232
13063;New Holland Publishers;296
13064;Leela Press;162
13065;Contemporary Issues;120
13066;Pearl Publishing House;317
13067;Chicago Childrens Museum;270
13068;Morgan & Claypool Publishers;202
13069;FTL Publications;170
13070;Quick Reference Pub Incorporated;156
13071;Innovative Language Learning;319
13072;Spokesman Books;170
13073;Bard Press;7
13074;New Falcon Publications;272
13075;Edizioni Mediterranee;97
13076;ABMI Publishing Ministry;98
13077;Arizona Highways Books;271
13078;The Fraser Institute;121
13079;Northmont Pub Incorporated;341
13080;Pivotal Moments in American Hi;61
13081;First Books Incorporated;25
13082;Perinatal Loss;290
13083;Trail Blazer Publications;333
13084;"London ; Toronto : Smashing Books";83
13085;Granite Pub & Distribution;23
13086;Renard Press Ltd;25
13087;St. Louis : Concordia Publishing House;185
13088;Bad Guys;276
13089;Empiricus Books;117
13090;Indiana Historical Society Press;217
13091;Timberwolf Press;378
13092;Organization for Economic;362
13093;Familylife;347
13094;Earthship Biotecture;373
13095;Companyédition Hatje Cantz/Fondation Beyeler;312
13096;Budapest] : Corvina Press;143
13097;Hogarth Press;98
13098;BullsEye (NY);375
13099;Great Plains;205
13100;Arena books;358
13101;Fable of Utopia;72
13102;Shepherd Books;71
13103;Ray Manley Pub;52
13104;Diggory Press Limited;261
13105;Bullseye Llc;343
13106;Texere;202
13107;Flare;197
13108;Psychophysics;103
13109;Gary Gentile Productions;41
13110;Pageant;181
13111;Boston, Mass. : G.K. Hall;336
13112;Boulder, Colo. : Paladin Press, c1973-c1984.;178
13113;Pomona Press;17
13114;Quadrille Pub;158
13115;Synergy International of the Americas;316
13116;Bruce Goldberg, Incorporated;130
13117;Wild Guides;46
13118;Bitingduck Press LLC;166
13119;Margaret Media;317
13120;H. M. Wright Publishing;55
13121;Peanut Butter Pub.;44
13122;McClelland & Stewart, c1926 (Toronto : T.H. Best Print. Company);331
13123;IBM Press;237
13124;CrossBooks Publishing;41
13125;Mapquest.Com;353
13126;HarperAudio;45
13127;Asthma Care;165
13128;Nectar Pub;212
13129;LA Factoria De Ideas;169
13130;Gaither Music Company;303
13131;Tusquets Editores, S.A.;293
13132;KLA Fricke Inc;154
13133;Exposure Publishing;126
13134;2 13 61;59
13135;Arcana Europa Media;272
13136;Peter Lang Incorporated, International Academic Publishers;46
13137;Marriage Today;5
13138;Black Cat Press (NJ);15
13139;Xlibris Corp;201
13140;Star Bright Books, Incorporated;83
13141;Quorum Books;287
13142;Natural History Survey;123
13143;John McPherson;290
13144;Afterwords Pub;37
13145;Playboy Press;18
13146;Urbana, Ill. : The Council;313
13147;Academic Learning Company;128
13148;Udon Entertainment;230
13149;Pinter & Martin;17
13150;Usborne Publishing Limited;346
13151;Savas Beatie;80
13152;Spi Books;397
13153;Business & Professional Division;60
13154;Bay Books & Tapes;355
13155;Harinder J Dhillon;320
13156;Pitt Poetry;326
13157;Aarhus Universitetsforlag;156
13158;Vwf Pub.;351
13159;Forbesbooks;320
13160;West Burke, Vermont : Janus Press;127
13161;Karger Medical and Scientific Publishers;341
13162;Kidwick Books LLC;307
13163;North Hatley, Quebec : Prosveta;52
13164;Ryan Publishing;395
13165;Armadillo;124
13166;Avisson PressInc;291
13167;Wolters Kluwer India Pvt. Ltd.;152
13168;FC&A Publishing;136
13169;Garesche Press;182
13170;Bookmakers Guild Incorporated;244
13171;Hell Yes! Texas Women;303
13172;Motilal Banarsidass Pub;185
13173;Children's Book Press (CA);15
13174;McCamant/Durett;171
13175;Indigo Dreamer Press;257
13176;Spiritseeker Pub;292
13177;Publishing Consultants;234
13178;International Academic Pub;284
13179;Vita Publications;36
13180;New York : M.A. Richards;131
13181;Elijah Muhammad Books.com;191
13182;Western Geomancy;267
13183;Novel Units;173
13184;Uitgeverij De Boeck Secundair onderwijs;314
13185;Editions internationales A. Stanké;273
13186;J & B Pub;181
13187;Avalon Travel;24
13188;Zion Chronicles (Paperback);334
13189;D. S. Mitchell;394
13190;Steve Mushero;12
13191;21st Century Renaissance;370
13192;Spiritseeker Publishing;57
13193;Markus Wiener Publishers;64
13194;Time;275
13195;Emmaus, Pa. : Rodale Press;110
13196;Greenleaf Publications (TN);333
13197;Yes I Can Publications;269
13198;EWTN Publishing, Inc.;29
13199;August House Publishers;321
13200;Palladium Books Incorporated;344
13201;Rebo International Bv;59
13202;Diamond Books;327
13203;清华大学出版社有限公司;279
13204;2.13.61 Publications;259
13205;Banyan Press;214
13206;Portland Entertainment Pub;397
13207;Todd & Honeywell;130
13208;Missouri Heritage Readers;208
13209;Clear and Simple;245
13210;Los Angeles : Brooke House;63
13211;Jumpingjack Pub.;315
13212;Aurum Press;94
13213;Marcel Alencar;315
13214;Abrams Books for Young Readers;131
13215;Seven Brides;111
13216;Park Ridge, N.J. : Noyes Press;162
13217;London J. Cape [1950];170
13218;Brandeis University Press;223
13219;Transline Supply;52
13220;McClelland and Stewart, c1925 (Toronto : T.H. Best Print. Company);1
13221;New Leaf Press;338
13222;Neon Squid US;357
13223;Advanced Ocean Engineering;196
13224;Edmonston Pub;19
13225;Lumen Books;268
13226;Sirius Fiction;278
13227;Subterranean Company;19
13228;New York : R. Marek Publishers;310
13229;Inland Womensource;178
13230;Professional Resource Exchange Incorporated;163
13231;Williamson Books;220
13232;Write Integrity Press;135
13233;Wayne Brathwaite Pub;350
13234;Meredith Press;148
13235;India Viking;312
13236;Watermark Press;369
13237;Atomic Dog Publishing;374
13238;Ok Publishing Company;227
13239;Stanford University;340
13240;Glas;355
13241;Stephen Euin Cobb;239
13242;"Seattle : University of Washington Press ; Vancouver : Douglas & McIntyre";58
13243;Journey Forth;89
13244;alt concepts;216
13245;Cavendish Square Publishing;18
13246;Ace Academics;189
13247;Allienne  Becker;31
13248;Chicago : Childrens Press International;322
13249;Aslan Pub;137
13250;Emerald City Press;262
13251;Catholic University of Amer Press;8
13252;Acc Art Books;137
13253;Town House Trinity House;203
13254;T L C Pub;265
13255;Kodak;343
13256;Van Der Marck Editions;238
13257;Bokförlaget Forum;135
13258;Susan James / Vast Five;223
13259;Unity Books (Unity School of Christianity);245
13260;New York : Drama Book Publishers;260
13261;Ishtar Pub;142
13262;Cynthia Brown;277
13263;Dr. Laura Schlessinger;390
13264;Fifth Epochal Fellowship;114
13265;Congress at Your Fingertips;245
13266;Michael Wiese Productions;188
13267;Hunter Books;129
13268;New York : Dial Press/J. Wade;359
13269;Phoenix Global Support;249
13270;New York : Paragon House Publishers;311
13271;National Gallery London;310
13272;Morning Light Press;286
13273;Vivian Sheldon Epstein;87
13274;Rings of Jupiter;40
13275;Independent Information Publications;138
13276;Rose Pub;288
13277;Bill Press;273
13278;Greenway Communications;42
13279;Anthony D'Offay Gallery;78
13280;i5 Publishing LLC;230
13281;Authors Publishing Company;284
13282;Aha Process Incorporated;101
13283;Paramour Entertainment;166
13284;Great River Books;389
13285;Calafia Press;23
13286;New York, Knopf, 1955 [c1954];342
13287;Office of Archives and History North Carolina Department of Cultural Resources;274
13288;Bluechrome Pub;340
13289;Praeger Publishers;114
13290;Discipleship Resources;377
13291;Diva Books;84
13292;Grand Rapids, Mich : Eerdmans;209
13293;New York, A. A. Knopf;181
13294;Society of Antiquaries of London;192
13295;Portland, Or : Binfords & Mort;46
13296;Richmond Hill, Ont : Simon & Schuster of Canada;337
13297;Raven Tree PressLlc;370
13298;Amer Trust Publications;45
13299;Tachyon Publications;326
13300;How to Primers;273
13301;Ozark Publications;58
13302;Physicians Press;169
13303;Edmunds Publications;131
13304;Eagle Art Pub;113
13305;NEMO Productions;53
13306;Steve Parish;322
13307;Women Writers in English 1350-1850;339
13308;Pen & Sword Aviation;362
13309;Oval Projects;328
13310;W. R. Gingell;310
13311;Noble House Publishing;245
13312;Sterling Epicure;140
13313;Rose Publishing (OR);281
13314;Mycomedia;367
13315;Circuit Cellar;375
13316;Palladium Books;254
13317;Recreation Sales Pub;241
13318;Dragon Masters;192
13319;Lynn Capehart;339
13320;Css Limited;384
13321;Isfic Press;351
13322;Westminster : Constable;50
13323;The Willard Group;257
13324;Creating Keepsakes Magazine;64
13325;Ron Lewis;96
13326;The Escapes Group ltd;162
13327;Toni Anderson;150
13328;Longman Scientific and Technical;311
13329;Independence, Mo. : Herald Publishing House;280
13330;William R McCants;295
13331;Festival;204
13332;Squaredance Fundamentals;238
13333;Nubod Concepts Incorporated;60
13334;Choice;19
13335;Americas Amish Country Publications;266
13336;Emmaus Ministries;110
13337;Cassell PLC;236
13338;Energy Psychology Press;112
13339;Formac Publishing Company;127
13340;Ward Lock Limited.;35
13341;St Vartan Press;255
13342;Ironclad Pub;164
13343;Connecticut Historical Society;310
13344;"London, K. Paul, Trench, Trubner; New York, A. A. Knopf";98
13345;"W. Briggs ; Boston : H. Mifflin Company";104
13346;Ramsey Solutions Incorporated;385
13347;Limberlost Press;250
13348;KISTech Communications;123
13349;Diakonia Pub;165
13350;Mountain Trail PressLlc;363
13351;Nightshade;329
13352;Lisa  Burton;147
13353;EMC/Paradigm Publishing;50
13354;Grady Publications;250
13355;H W Fowler;50
13356;Charmaine Pauls;185
13357;RJ Publications;119
13358;30 Days with a Great Spiritual Teacher Series;229
13359;Oregon Winegrowers Assn;82
13360;RWP Books;222
13361;New York, The Viking Press;17
13362;Elsevier Science;138
13363;The Little Booktique Hub;301
13364;New York : Warwick Press;183
13365;Custom Fitness Publishing, LLC;150
13366;Sandi Miller;96
13367;Langley Press;87
13368;Silver Whistle;251
13369;Regent Music & Books;389
13370;New York : Methuen;29
13371;Mike Tecton Publishing;170
13372;Bobbs-Merrill;6
13373;Lyra Publications;284
13374;Far West Book Service;392
13375;Evergreen;101
13376;Navy Rate Test Prep;204
13377;East West Studio;62
13378;Cpm Manga;354
13379;Himalayan Inst Press;87
13380;BiblioGov;242
13381;Workman;278
13382;Ahmadiyya Anjuman Ishaat;399
13383;Auricle Ink Pub;339
13384;Food and Agriculture Organization of the United Nations;192
13385;Ocean Front Publishing;184
13386;Cabbage Stack Pub;205
13387;Blue Lantern Studio;109
13388;Dragonhawk Publishing;6
13389;Plot Hound Books;16
13390;Fine Print PressLtd;309
13391;"New York : Scribner ; Toronto : Collier Macmillan Canada ; New York : Maxwell Macmillan International";376
13392;Northwest Corner Books;98
13393;Philadelphia : B. Lippincott;298
13394;Dale Seymour Publications;222
13395;A K PETERS;18
13396;Donald m Grant Pub Incorporated;157
13397;Amelia Picklewiggle;238
13398;Marquette Fiction;317
13399;Rubank Publications;135
13400;Tales That Tell the Truth;375
13401;Vandam;94
13402;H C M Pub;198
13403;Athens, Ga. : University of Georgia Press;38
13404;Slatterry P & C Limited;94
13405;Authors Choice Press;232
13406;Track;230
13407;Theriaults Gold Horse Pub;162
13408;Western Epics Publishing Company;113
13409;Look Baby! Books;166
13410;Penguin Random House;245
13411;"Tokyo ; Palo Alto [Calif.] : Kodansha International Limited";294
13412;New York : Action Books;189
13413;Saddle Peak Entertainment;310
13414;Sabrina York;201
13415;Bailliere Tindall;253
13416;Maximum Press (FL);338
13417;Washington, D.C. : Howard University Press;46
13418;E A S E;280
13419;Millivres Books;344
13420;Sporting News;393
13421;Atlantic Publishing Group Incorporated;301
13422;[Baltimore] : Johns Hopkins University Press;364
13423;B W D Press;15
13424;Kossuth Lajos Tudomanyegyetem;194
13425;Abcd Pub Llc;313
13426;Cherokee Publications;204
13427;Critical Lives;199
13428;Doll's Eye Press;48
13429;Ramsey Press;348
13430;Abounding Love Ministries;113
13431;New York, Viking Press;228
13432;Dbi Books;56
13433;National Park Service;391
13434;Twelvetrees;24
13435;Legal List;364
13436;King Enterprises;136
13437;Tony Northrup;118
13438;McGraw-Hill Publishing Company;397
13439;Langley, B.C. : Battleline Books;356
13440;Albyne PressLtd;335
13441;World of Darkness;247
13442;New Beacon;351
13443;National Museum of Man, National Museums of Canada;187
13444;Dougy Center;263
13445;Orange Frazer Press;83
13446;Grasshopper Books Publishing;147
13447;Red Berry Books;130
13448;Kostabi World;213
13449;Asu Center for Asian Research;1
13450;Noble Press Incorporated;396
13451;Quilt Digest;91
13452;DH Book Publishing;252
13453;Moonwater Press;352
13454;Discover Guides;326
13455;NorthSouth Books;200
13456;LITTLE BARRONS;326
13457;Bodley Head Childrens;197
13458;Davis Dyslexia Correction;38
13459;Sechelt, B.C. : Cariaga Publishing House;217
13460;Tata Pub;368
13461;Douglas and McIntyre (2013) Limited;128
13462;K.G. Saur Verlag;229
13463;Wolfhound Press (IE);103
13464;Pugdog Press;28
13465;New York : Tower Pub.;68
13466;Im-Press;170
13467;Boat House Press;139
13468;Level Four Publications Incorporated;360
13469;Rachel Hanna;151
13470;Everyman's Library Contemporar;25
13471;Added Dimensions Pub.;360
13472;Halo Publishing;142
13473;Zephyr Press;246
13474;Frankfurt School Verlag;98
13475;Tompkins Associates;284
13476;Aequus Institute Publications;237
13477;Djakarta : Jajasan Prapantja, [196-?];81
13478;Book Guild Publishing;237
13479;Wordtech Communications;287
13480;Enlightened Publishing;75
13481;Granite Publishing, L.L.C.;394
13482;Gleed Press;80
13483;Scylla Grand;16
13484;Burnaby, B.C. : Aydy Press;341
13485;Robin Storey via PublishDrive;128
13486;Washington Univ in Saint Louis;124
13487;Breakthrough Enterprises;239
13488;EnCognitive.com;272
13489;New York : The Junior Literary Guild and Macrae Smith Company;55
13490;Dean & Son;109
13491;Binders Keepers;217
13492;Embassy Books;301
13493;Caxton Editions;26
13494;Friends of Peace PIlgrim;6
13495;Day One Pub;262
13496;London : Parker, Son, and Bourn;347
13497;Diane Kinman;209
13498;Plataforma;397
13499;Greatest Escapes.Com Pub;274
13500;Ilium Press;178
13501;Noble Pub Assoc/Noble Books;332
13502;Caslon Incorporated;205
13503;The RoadRunner Press;155
13504;innovative KIDS;232
13505;Na Kane O Ka Malo Press;107
13506;Armchair Press;385
13507;Bookmarck Incorporated;382
13508;Anderso500;179
13509;Canvasback PressLlc;169
13510;Enclave;132
13511;Randy Shankle;95
13512;Circle Myth;156
13513;Smart Creative Publishing;349
13514;Time Travel Academy;94
13515;Yahbooks Publishing;15
13516;Diamond Edge Pub Incorporated;340
13517;SAF Publishing;309
13518;Cuisinarts;126
13519;Lacis Pub;364
13520;InstantPublisher.com;174
13521;Colton Book Imports;328
13522;Billiard Congress of Amer;182
13523;Visual Reference Publications;149
13524;Ascension;17
13525;Lothrop, Lee and Shepard Books;255
13526;Vision House;40
13527;New England Historic Genealogical Society(NEHGS);144
13528;Hummingbird Press;379
13529;Tandem Books;93
13530;New York : Free Press;288
13531;Le vie della Cristianità;297
13532;MP Publishing;365
13533;Wnd Books;47
13534;John Hunt Pub;395
13535;Ryerson Press;29
13536;London : Andre Deutsch;247
13537;Serenity Publishers;82
13538;Bedford Books;283
13539;Bantam Doubleday Dell Publishing Group Incorporated;364
13540;New York : Yarrow Press;269
13541;Visual Tour Series;43
13542;Illuminated Way Pub;348
13543;Western Reflections Publishing Company;267
13544;GW Press;218
13545;Tim Leffel;41
13546;Kensington;352
13547;BookPros, LLC;72
13548;Yahbooks Pub;7
13549;TY- Adult Book;92
13550;Robert Sidell;184
13551;Life Planning Inst Incorporated;80
13552;Reiki Touch Inst of Holistic;32
13553;Alliance for Educational;399
13554;Combined Publishing;86
13555;Editorial Universidad de Costa Rica;195
13556;blountspublishing@yahoo.com;338
13557;Silverback Books;398
13558;Glorieta, N.M : Rio Grande Press;238
13559;Noonday Press;400
13560;Silver Sky Publishing, Inc.;157
13561;McGraw-Hill.  Reprinted by Booher Research Institute;152
13562;Buck Pub;348
13563;Five Pond Press;124
13564;Pageant Books;157
13565;Harmonics International;128
13566;Bitter Creek Novels (Paperback;10
13567;Everest De Ediciones Y distribucion;360
13568;O Books;240
13569;Angus & Robertson Publishers;396
13570;Saint-Paul;109
13571;Mathew Lawler;52
13572;W.H. Allen;65
13573;Harper & Row Barnes & Noble Import Division;354
13574;Mas-Pr;91
13575;Iph001;76
13576;Columba Press (IE);21
13577;ZIP Reads;369
13578;Restless Books;394
13579;Schiffer Book for Collectors w;382
13580;Leland B Hayes;12
13581;Inspirational;171
13582;Health Policy Advisory Center;290
13583;The Crossroad Publishing Co.;261
13584;Cadwallader and Stern;146
13585;New Win Publishing;366
13586;Great Expectations Book;69
13587;Titan Comics;105
13588;Communication Skill Builders/Therapy Skill Builders;297
13589;Editions Galilée;334
13590;W W West Incorporated;264
13591;Leland B. Hayes;385
13592;Oxford, Clarendon;395
13593;Atl PressScientific Pub;130
13594;White Knight Press;24
13595;Presentation Dynamics Incorporated;258
13596;Journey Press (Novato CA);185
13597;Chris Boot;289
13598;Boca Raton, Fla. : Cool Hand Communications;337
13599;Culttvman Media;214
13600;SDSHS Press;198
13601;Amr Educational Systems;91
13602;Drench Kiss Media Corporation;78
13603;St Lukes Press;105
13604;POMEGRANATE KIDS;24
13605;Amos Hobby;186
13606;Irish Roots Cafe;196
13607;Fukkan.com Incorporated;238
13608;Thorndike, Me. : Thorndike Press;209
13609;Petspubs Press;74
13610;Second Thoughts Productions;215
13611;Nintendo of America;294
13612;Richard Tomlinson;337
13613;Michael Glazier;1
13614;Oregon Literature;44
13615;Third Millennium Information Ltd;174
13616;Yazdan Publishing Company;350
13617;I & L Pub;229
13618;We Publish Books;289
13619;Assn for Asian Studies Incorporated;240
13620;Studio 4 Productions;334
13621;Gambler's Book Club Press;161
13622;Sunny Palms Press;298
13623;New York : Hawthorn Books;33
13624;Totonto : Penguin Books;139
13625;Pantheon Graphic Library;116
13626;William Carey Library Publishers;274
13627;Austin & Winfield Pub;360
13628;Danaan Press Inc;68
13629;Wintergreen Orchard House;45
13630;Woodstocck, N.Y. : Overlook Press;79
13631;Dell Books for Young Readers;372
13632;JoshWBTest;382
13633;IICA;209
13634;Oghma Creative Media;62
13635;Geotech Press;82
13636;"New York : Columbia university, Longmans, Green & Company, agents ; London : P.S. King";387
13637;Star Wars - Legends;223
13638;Cool Grove Publishing Inc. New York;390
13639;Lighthouse PressInc;47
13640;Fancywork and Fashion;376
13641;Chambers Harrap Publishers L;278
13642;Ac Projects;69
13643;Golden Healing Pub Llc;233
13644;Rainstorm;259
13645;Everyman's Pocket Classics;25
